Kodas,EAN,stock_local,stock_supplier_fast,stock_supplier_slow,total_stock
5911630,5903067007669,0,0,0,0
5911631,5903067007676,0,0,5,5
5911632,5903067007621,0,0,15,15
5911633,5903067007638,0,0,15,15
5911634,5903067007645,0,0,15,15
5911635,5903067007522,0,0,15,15
5911636,5903067007539,0,0,15,15
5911637,5903067007546,0,0,15,15
5911638,8001011287376,0,0,1,1
5911640,5901811130229,0,0,1,1
5911641,5901811137341,0,0,1,1
5911642,5901811137358,0,0,1,1
5911643,5901811137372,0,0,5,5
5911644,5901811137389,0,0,1,1
5911645,5901811137419,0,0,1,1
5911649,5060624774225,0,0,0,0
5911650,,0,0,1,1
5911651,5903407164458,0,0,1,1
5911652,5903407164472,0,0,0,0
5911653,5901435413203,0,0,15,15
5911654,5901435416501,0,0,15,15
5911655,5907644006793,0,0,15,15
5911656,5907644006809,0,0,15,15
5911657,5907644006816,0,0,15,15
5911658,5905279336377,0,0,0,0
5911659,5905279336360,0,0,1,1
5911660,5905692301327,0,0,1,1
5911661,5905692308128,0,0,5,5
5911662,672552434208,0,0,5,5
5911663,672552446973,0,0,1,1
5911664,672552447079,0,0,1,1
5911665,5900694821415,0,0,1,1
5911666,5900694821521,0,0,1,1
5911667,5900694821538,0,0,1,1
5911669,5907090700061,0,0,0,0
5911670,5907090700054,0,0,1,1
5911671,5907090700047,0,0,1,1
5911672,5901761128246,0,0,1,1
5911673,5907090700009,0,0,1,1
5911674,5061047482070,0,0,1,1
5911675,5061047481943,0,0,1,1
5911676,5061047481707,0,0,1,1
5911677,5061047481691,0,0,1,1
5911678,5907090700078,0,0,1,1
5911679,5061047482063,0,0,1,1
5911680,5061047481752,0,0,1,1
5911681,7290108863338,0,0,0,0
5911682,5061047481745,0,0,15,15
5911683,7290108863413,0,0,1,1
5911684,7290108863420,0,0,1,1
5911685,7290108863369,0,0,1,1
5911686,5061047481738,0,0,15,15
5911687,7290108863376,0,0,1,1
5911688,5061047481721,0,0,0,0
5911689,7290108863383,0,0,0,0
5911690,7290108863390,0,0,1,1
5911691,5907090700221,0,0,0,0
5911692,7290108863321,0,0,1,1
5911693,7290108863352,0,0,0,0
5911694,590709700214,0,0,1,1
5911695,7290108863314,0,0,1,1
5911696,5907090700207,0,0,1,1
5911697,7290108863444,0,0,1,1
5911698,5061047481790,0,0,5,5
5911699,5907090700191,0,0,1,1
5911700,5907090700184,0,0,1,1
5911701,5901761127249,0,0,1,1
5911702,5901761127232,0,0,1,1
5911703,5901761127225,0,0,0,0
5911704,5901761127218,0,0,15,15
5911705,5901761127164,0,0,15,15
5911706,5901761127157,0,0,1,1
5911707,5901761127140,0,0,15,15
5911708,5901761127133,0,0,5,5
5911710,5901761127201,0,0,1,1
5911711,5901761127195,0,0,1,1
5911712,9353965009009,0,0,1,1
5911713,5901761127188,0,0,1,1
5911714,5901761127171,0,0,0,0
5911715,9353965009153,0,0,1,1
5911717,9353965009085,0,0,1,1
5911719,9353965009047,0,0,0,0
5911720,9353965009184,0,0,1,1
5911721,9353965008798,0,0,1,1
5911722,6971608442735,0,0,1,1
5911723,9353965008750,0,0,1,1
5911724,9353965008767,0,0,1,1
5911725,9353965008811,0,0,1,1
5911726,9353965008774,0,0,1,1
5911727,9353965009139,0,0,1,1
5911729,9353965009030,0,0,0,0
5911730,9353965008996,0,0,1,1
5911731,9353965007388,0,0,1,1
5911732,9353965007371,0,0,1,1
5911733,9353965007081,0,0,0,0
5911734,9353965006886,0,0,0,0
5911735,9353965006992,0,0,1,1
5911736,9353965006893,0,0,0,0
5911737,5904754603539,0,0,15,15
5911738,9353965006794,0,0,0,0
5911739,9353965008712,0,0,0,0
5911741,5905450162085,0,0,1,1
5911743,9353965009160,0,0,1,1
5911744,9353965009092,0,0,1,1
5911745,9353965009054,0,0,1,1
5911747,5904754603546,0,0,15,15
5911748,5904754603553,0,0,15,15
5911749,5904754608329,0,0,15,15
5911750,5904754608336,0,0,15,15
5911751,5904754608305,0,0,15,15
5911752,5904754608312,0,0,15,15
5911753,5904754608343,0,0,15,15
5911754,5904754608282,0,0,15,15
5911755,5904754608299,0,0,15,15
5911756,5904754603249,0,0,5,5
5911757,5904754603270,0,0,15,15
5911758,5904754603294,0,0,15,15
5911759,5908273097886,0,0,1,1
5911760,5908273097893,0,0,15,15
5911761,5904754609128,0,0,0,0
5911762,5904754609111,0,0,1,1
5911763,5904754609104,0,0,0,0
5911764,5908273000107,0,0,0,0
5911765,5908273000015,0,0,1,1
5911766,5908273000022,0,0,1,1
5911767,5908273000039,0,0,0,0
5911768,5904754604383,0,0,0,0
5911769,5908273000343,0,0,0,0
5911770,5908273000350,0,0,0,0
5911771,5908273000367,0,0,0,0
5911772,5908273000374,0,0,0,0
5911773,5908273000381,0,0,0,0
5911774,5908273000398,0,0,1,1
5911775,5908273000404,0,0,0,0
5911776,4897105243731,0,0,0,0
5911777,4897105243748,0,0,0,0
5911778,5904754607148,0,0,0,0
5911779,5908273000220,0,0,1,1
5911780,5908273000237,0,0,0,0
5911781,5908273000244,0,0,1,1
5911782,5908273000251,0,0,0,0
5911783,5908273000268,0,0,0,0
5911784,5908273000275,0,0,1,1
5911785,5903407168357,0,0,5,5
5911786,5903407168364,0,0,5,5
5911787,5905094776204,0,0,1,1
5911788,5905094776105,0,0,1,1
5911789,5905094776044,0,0,1,1
5911792,5905094775191,0,0,1,1
5911793,5901691864573,0,0,15,15
5911794,5901691864580,0,0,15,15
5911795,5904165689863,0,0,0,0
5911796,5904165689870,0,0,0,0
5911797,5907001940357,0,0,0,0
5911798,5903407164526,0,0,15,15
5911799,5907001940364,0,0,0,0
5911800,5907001940388,0,0,0,0
5911801,5907001940395,0,0,0,0
5911802,5907001940142,0,0,0,0
5911803,5907001940159,0,0,0,0
5911804,5907001940029,0,0,0,0
5911805,5904165689887,0,0,0,0
5911806,5904165689894,0,0,0,0
5911807,5903407164601,0,0,1,1
5911808,5904165689900,0,0,0,0
5911809,5904165689917,0,0,0,0
5911810,5904165689924,0,0,0,0
5911811,5903407164625,0,0,5,5
5911812,5904165689931,0,0,0,0
5911813,5904165689948,0,0,0,0
5911814,5904165689955,0,0,0,0
5911815,5904165689962,0,0,0,0
5911816,5907001940173,0,0,0,0
5911817,5907001940180,0,0,1,1
5911818,5907001940197,0,0,0,0
5911819,5907001940692,0,0,1,1
5911820,5907001940708,0,0,1,1
5911821,5907001940791,0,0,1,1
5911822,5907001940807,0,0,0,0
5911823,5907001940814,0,0,1,1
5911824,5901571372693,0,0,0,0
5911825,5901571372761,0,0,0,0
5911826,5901571374338,0,0,0,0
5911827,5908214730186,0,0,15,15
5911828,5908214730216,0,0,15,15
5911829,5908214730193,0,0,15,15
5911830,5904165688491,0,0,5,5
5911832,5904165688514,0,0,5,5
5911833,5902533917259,0,0,1,1
5911835,7290107722001,0,0,0,0
5911836,7290107722179,0,0,1,1
5911837,7290107722223,0,0,0,0
5911838,7290107724616,0,0,1,1
5911839,7290107722629,0,0,0,0
5911840,7290107722636,0,0,1,1
5911841,7290107723039,0,0,0,0
5911842,7290107723053,0,0,0,0
5911843,7290107723060,0,0,0,0
5911845,7290107723213,0,0,0,0
5911846,7290107723237,0,0,1,1
5911847,5903067007591,0,0,15,15
5911848,5903067007584,0,0,1,1
5911849,5903067007614,0,0,15,15
5911850,5903067007553,0,0,5,5
5911851,5903067007560,0,0,15,15
5911852,5903067007577,0,0,15,15
5911853,5903067007683,0,0,1,1
5911854,5903067007690,0,0,5,5
5911855,5903067007713,0,0,5,5
5911856,5903067006549,0,0,5,5
5911857,5903067006563,0,0,15,15
5911858,5903067006525,0,0,1,1
5911859,5903067006785,0,0,15,15
5911860,5903067018115,0,0,1,1
5911861,5903067002336,0,0,5,5
5911862,5903067009052,0,0,15,15
5911863,5903067009069,0,0,1,1
5911864,5903067009076,0,0,0,0
5911865,5903067009083,0,0,5,5
5911866,,0,0,1,1
5911867,,0,0,1,1
5911868,,0,0,1,1
5911869,,0,0,1,1
5911870,6971608445385,0,0,1,1
5911872,,0,0,0,0
5911873,,0,0,1,1
5911874,,0,0,1,1
5911875,,0,0,1,1
5911876,6971608442766,0,0,1,1
5911877,,0,0,1,1
5911885,5906280650896,0,0,0,0
5911887,5904326944800,0,0,1,1
5911888,,0,0,1,1
5911890,5908273000213,0,0,5,5
5911891,5908273000206,0,0,5,5
5911892,5908273000428,0,0,0,0
5911893,5908273000411,0,0,0,0
5911894,5902675060516,0,0,1,1
5911895,5902675079341,0,0,1,1
5911897,9001616854330,0,0,0,0
5911898,9001616854347,0,0,1,1
5911899,9001616856631,0,0,1,1
5911900,9001616856624,0,0,1,1
5911901,9001616856686,0,0,1,1
5911902,5901885741741,0,0,5,5
5911903,5901885741772,0,0,5,5
5911904,5905274854449,0,0,1,1
5911905,5905274854531,0,0,0,0
5911906,5905274854432,0,0,1,1
5911907,5905274854524,0,0,0,0
5911908,5905274854272,0,0,1,1
5911909,5905274854456,0,0,0,0
5911910,5905274854517,0,0,0,0
5911911,5905274854265,0,0,0,0
5911912,5905274854579,0,0,1,1
5911913,5905274854593,0,0,0,0
5911914,5905274854692,0,0,0,0
5911915,5905274854708,0,0,0,0
5911916,5061047481820,0,0,0,0
5911917,5061047481592,0,0,1,1
5911918,5907090700160,0,0,0,0
5911919,5901885741802,0,0,15,15
5911921,5900511027990,0,0,1,1
5911922,5900511133424,0,0,1,1
5911923,5900511165210,0,0,15,15
5911924,4895167903105,0,0,1,1
5911925,5905375837914,0,0,1,1
5911926,5905375839307,0,0,1,1
5911927,5905375843915,0,0,0,0
5911929,5905375844875,0,0,0,0
5911930,5905375851897,0,0,0,0
5911931,5905375851903,0,0,1,1
5911932,5905375852146,0,0,0,0
5911933,5905375852153,0,0,0,0
5911934,5908288983020,0,0,1,1
5911935,5908288983037,0,0,1,1
5911936,5908288983044,0,0,0,0
5911937,5908288983051,0,0,1,1
5911938,5905375836047,0,0,1,1
5911939,5905375838089,0,0,1,1
5911940,5902675083782,0,0,0,0
5911941,5902675083829,0,0,1,1
5911943,5901691890237,0,0,15,15
5911944,5901691890244,0,0,15,15
5911945,5903407166292,0,0,15,15
5911946,5903407166308,0,0,15,15
5911947,5903407167442,0,0,1,1
5911948,5901691958685,0,0,0,0
5911949,5903407167459,0,0,5,5
5911951,5904754603973,0,0,0,0
5911952,5060666871371,0,0,5,5
5911953,5901435417218,0,0,15,15
5911954,5901435416303,0,0,15,15
5911955,5901435416310,0,0,15,15
5911956,5901435416327,0,0,15,15
5911958,5900511620474,0,0,1,1
5911962,5905094776143,0,0,5,5
5911964,5906555610488,0,0,1,1
5911968,5906555612567,0,0,1,1
5911969,5906555612901,0,0,1,1
5911970,5906555612574,0,0,0,0
5911971,5906555612918,0,0,1,1
5911972,5906555612895,0,0,5,5
5911973,5906555612581,0,0,1,1
5911974,5906555612598,0,0,1,1
5911976,,0,0,1,1
5911977,,0,0,1,1
5911978,,0,0,1,1
5911979,,0,0,1,1
5911980,,0,0,0,0
5911981,5907501491236,0,0,1,1
5911982,5907501491373,0,0,1,1
5911983,,0,0,1,1
5911984,5907001940050,0,0,1,1
5911985,5907001940067,0,0,5,5
5911986,5907001940074,0,0,15,15
5911987,5907001940081,0,0,15,15
5911988,5907001940098,0,0,5,5
5911989,5907001940104,0,0,5,5
5911990,5907001940036,0,0,5,5
5911991,5907001940043,0,0,5,5
5911992,072239318850,0,0,1,1
5911993,5902533926770,0,0,1,1
5911997,5902533927203,0,0,0,0
5911998,5902533927210,0,0,0,0
5911999,5902533927227,0,0,0,0
5912000,5902533927234,0,0,1,1
5912005,,0,0,0,0
5912006,,0,0,0,0
5912008,,0,0,1,1
5912009,,0,0,1,1
5912014,5900511028140,0,0,15,15
5912015,5907090700252,0,0,0,0
5912016,5907090700245,0,0,15,15
5912017,5907090700177,0,0,0,0
5912018,5907090700030,0,0,1,1
5912019,6941607347805,0,0,0,0
5912020,6941607368602,0,0,1,1
5912021,6941607368435,0,0,0,0
5912022,5061047481066,0,0,1,1
5912023,5061047481080,0,0,1,1
5912024,5061047481073,0,0,1,1
5912025,5061047481059,0,0,1,1
5912027,5061047480137,0,0,1,1
5912028,5061047480366,0,0,0,0
5912030,5061047481189,0,0,1,1
5912031,5061047480618,0,0,1,1
5912032,5061047480625,0,0,1,1
5912033,5061047480632,0,0,1,1
5912034,5061047480250,0,0,1,1
5912035,5902622007526,0,0,1,1
5912036,5908214730391,0,0,1,1
5912037,5908214730421,0,0,1,1
5912038,5908214730414,0,0,0,0
5912039,5908214730407,0,0,1,1
5912040,,0,0,1,1
5912041,,0,0,1,1
5912042,,0,0,1,1
5912043,8058664175475,0,0,5,5
5912044,8058664175482,0,0,5,5
5912045,8058664175499,0,0,1,1
5912046,8058664175352,0,0,1,1
5912047,8058664175369,0,0,1,1
5912048,8058664175376,0,0,5,5
5912049,8058664175383,0,0,1,1
5912050,8058664175390,0,0,1,1
5912051,8058664175406,0,0,5,5
5912052,8058090045359,0,0,0,0
5912053,5905692301310,0,0,1,1
5912054,5905692301334,0,0,1,1
5912056,5907378101450,0,0,1,1
5912057,5907378101191,0,0,1,1
5912058,5907378101863,0,0,1,1
5912059,5907378102266,0,0,1,1
5912060,5907501499836,0,0,1,1
5912061,5907501499843,0,0,1,1
5912063,5900511027372,0,0,5,5
5912067,5901435413210,0,0,15,15
5912068,5901435417164,0,0,15,15
5912069,5901435417171,0,0,15,15
5912070,5901435417188,0,0,15,15
5912071,5901435417379,0,0,15,15
5912072,5907090700269,0,0,0,0
5912073,5907090700238,0,0,0,0
5912074,5908214739998,0,0,1,1
5912075,5903407168067,0,0,0,0
5912076,5903407164373,0,0,0,0
5912077,072239329993,0,0,1,1
5912078,5905359985334,0,0,0,0
5912079,5905359985341,0,0,0,0
5912080,5905359985358,0,0,0,0
5912081,5905359982043,0,0,0,0
5912082,5905359982050,0,0,0,0
5912083,5905359982067,0,0,0,0
5912084,5905359982784,0,0,0,0
5912085,5905359982791,0,0,1,1
5912086,5905359982807,0,0,0,0
5912087,5905359985310,0,0,0,0
5912088,5905359985327,0,0,0,0
5912089,5905359985303,0,0,0,0
5912091,5901435417089,0,0,15,15
5912092,5901435417096,0,0,15,15
5912093,5901435417102,0,0,15,15
5912094,5901435417119,0,0,15,15
5912095,5713795215157,0,0,15,15
5912096,5901912245556,0,0,1,1
5912097,5901912245341,0,0,1,1
5912100,5902622007533,0,0,1,1
5912109,5906630333950,0,0,5,5
5912110,5901761129243,0,0,0,0
5912111,5901761129229,0,0,1,1
5912112,5901761129090,0,0,1,1
5912113,5901761129083,0,0,5,5
5912116,6941607367575,0,0,0,0
5912117,6941607368299,0,0,1,1
5912118,6941607367919,0,0,0,0
5912119,6941607352069,0,0,1,1
5912121,6941607331729,0,0,1,1
5912122,6941607325612,0,0,1,1
5912123,,0,0,0,0
5912124,,0,0,1,1
5912125,6942138900170,0,0,1,1
5912126,6941607368619,0,0,0,0
5912127,6941607368534,0,0,1,1
5912128,,0,0,1,1
5912129,,0,0,0,0
5912130,,0,0,1,1
5912134,6941607352229,0,0,0,0
5912135,6941607352212,0,0,0,0
5912136,,0,0,1,1
5912137,,0,0,1,1
5912138,5901761124514,0,0,0,0
5912139,5901761124507,0,0,0,0
5912140,5901761124484,0,0,0,0
5912141,5901761124002,0,0,15,15
5912143,5901761129755,0,0,1,1
5912144,5901761125122,0,0,0,0
5912145,5901761129342,0,0,5,5
5912147,5902533927319,0,0,0,0
5912148,5905490810076,0,0,1,1
5912149,5903407173825,0,0,15,15
5912150,5903407173818,0,0,15,15
5912152,5905094776150,0,0,1,1
5912153,5905094776167,0,0,1,1
5912155,5905094775214,0,0,1,1
5912156,5907378101528,0,0,1,1
5912157,5907378101924,0,0,1,1
5912158,5907501491151,0,0,1,1
5912159,5901435416563,0,0,15,15
5912160,5901435417287,0,0,15,15
5912161,5901435417294,0,0,15,15
5912162,5907501491144,0,0,0,0
5912163,5907378101535,0,0,1,1
5912164,5907378101931,0,0,1,1
5912167,,0,0,1,1
5912168,,0,0,1,1
5912169,5908214739547,0,0,0,0
5912170,,0,0,1,1
5912171,5908214739530,0,0,1,1
5912172,,0,0,1,1
5912177,5907644006915,0,0,15,15
5912178,5907644006922,0,0,15,15
5912179,4008600435914,0,0,5,5
5912180,4008600435990,0,0,1,1
5912181,4008600401889,0,0,0,0
5912182,5908214739981,0,0,1,1
5912185,8693461076046,0,0,1,1
5912187,5907001940265,0,0,0,0
5912188,5907001940272,0,0,0,0
5912189,5907001940289,0,0,0,0
5912190,5904165688187,0,0,0,0
5912191,5904165688200,0,0,0,0
5912192,5900511626001,0,0,5,5
5912193,5900511626018,0,0,1,1
5912194,5900511626025,0,0,0,0
5912195,5900511626032,0,0,1,1
5912196,5900511626049,0,0,0,0
5912198,5900511626063,0,0,1,1
5912199,5907090700306,0,0,1,1
5912200,5907090700290,0,0,1,1
5912201,5907090700283,0,0,1,1
5912202,5907090700276,0,0,1,1
5912203,5907090700115,0,0,15,15
5912204,5907090700092,0,0,15,15
5912205,5907090700122,0,0,15,15
5912206,5907090700108,0,0,15,15
5912207,5907090700085,0,0,15,15
5912208,5902533925872,0,0,1,1
5912209,5902533925896,0,0,1,1
5912210,5902533926343,0,0,1,1
5912211,5061047481905,0,0,1,1
5912212,5902533926367,0,0,1,1
5912214,5061047481912,0,0,1,1
5912216,5902533926732,0,0,1,1
5912217,5902533926749,0,0,1,1
5912218,5907090700344,0,0,1,1
5912219,5907090700351,0,0,1,1
5912220,5907090700368,0,0,1,1
5912221,5902533926817,0,0,5,5
5912222,5907090700375,0,0,5,5
5912223,5902533927081,0,0,0,0
5912224,5902533927241,0,0,15,15
5912225,5902533927401,0,0,0,0
5912226,5902533927418,0,0,1,1
5912227,5902533927425,0,0,1,1
5912228,5902533927531,0,0,0,0
5912229,5902533927548,0,0,1,1
5912230,5902533927555,0,0,0,0
5912231,5902533927777,0,0,0,0
5912232,5902533927784,0,0,0,0
5912233,5902533927791,0,0,0,0
5912234,5902533927623,0,0,0,0
5912236,5901811137501,0,0,5,5
5912237,5900511028027,0,0,0,0
5912239,5900511028119,0,0,1,1
5912240,5900511133264,0,0,1,1
5912244,5900511133332,0,0,5,5
5912245,5900511133363,0,0,5,5
5912246,5900511133486,0,0,1,1
5912247,5900511154139,0,0,15,15
5912248,5900511154252,0,0,15,15
5912249,5900511164879,0,0,15,15
5912250,5900511164916,0,0,1,1
5912251,5900511164930,0,0,5,5
5912252,5900511164954,0,0,15,15
5912253,5900511165241,0,0,5,5
5912254,5900511183191,0,0,5,5
5912255,5900511183252,0,0,15,15
5912256,5900511400533,0,0,1,1
5912257,5900511400540,0,0,1,1
5912258,5900511400557,0,0,1,1
5912259,5900511400564,0,0,5,5
5912260,5900511400571,0,0,1,1
5912261,5900511618884,0,0,1,1
5912265,5902581656469,0,0,0,0
5912266,4052396081800,0,0,5,5
5912267,5902963001597,0,0,5,5
5912268,047406180721,0,0,0,0
5912269,047406178414,0,0,0,0
5912270,047406185245,0,0,0,0
5912271,047406178575,0,0,0,0
5912272,047406178513,0,0,0,0
5912273,047406187492,0,0,0,0
5912274,047406178094,0,0,1,1
5912275,047406177660,0,0,1,1
5912277,5900511028065,0,0,1,1
5912278,5900511028072,0,0,1,1
5912279,5900511164893,0,0,1,1
5912280,5900511164909,0,0,1,1
5912281,5900511164947,0,0,0,0
5912282,5900511164978,0,0,15,15
5912283,5900511174038,0,0,0,0
5912284,5900694640405,0,0,1,1
5912285,5900694645400,0,0,1,1
5912286,5900694650282,0,0,1,1
5912287,5900694650299,0,0,1,1
5912288,5900694660281,0,0,1,1
5912289,5900694660298,0,0,1,1
5912290,5900694745018,0,0,1,1
5912291,5900694745025,0,0,5,5
5912292,5900694745049,0,0,1,1
5912293,5900694745056,0,0,1,1
5912294,5900694821231,0,0,1,1
5912296,5900694821705,0,0,1,1
5912298,5905317670500,0,0,15,15
5912299,5907644006939,0,0,15,15
5912300,5900694822238,0,0,1,1
5912301,5900694822412,0,0,1,1
5912303,5900694822535,0,0,1,1
5912304,,0,0,0,0
5912305,5900694822603,0,0,1,1
5912306,5900694822702,0,0,1,1
5912308,5900694823419,0,0,1,1
5912309,5900694823426,0,0,1,1
5912310,5900694831100,0,0,1,1
5912311,5900694831230,0,0,1,1
5912312,5900694831414,0,0,1,1
5912315,5900694831537,0,0,1,1
5912316,5900694831605,0,0,1,1
5912318,5900694831810,0,0,1,1
5912320,5901435417157,0,0,15,15
5912321,7297629087229,0,0,1,1
5912322,7297629087212,0,0,1,1
5912323,7297629031291,0,0,0,0
5912324,7297629031277,0,0,0,0
5912325,7297629087182,0,0,1,1
5912326,5901761129731,0,0,5,5
5912327,5901761129748,0,0,1,1
5912328,5901761129724,0,0,1,1
5912329,5901761125818,0,0,0,0
5912330,5901761125801,0,0,0,0
5912331,5905274854036,0,0,1,1
5912332,5905274853244,0,0,1,1
5912333,5905274854821,0,0,0,0
5912334,5905274853237,0,0,0,0
5912335,5901761123999,0,0,15,15
5912336,5905274854869,0,0,1,1
5912337,5901761124026,0,0,15,15
5912338,5905274854876,0,0,0,0
5912339,5905274854890,0,0,0,0
5912340,5905274854760,0,0,0,0
5912341,5905274852599,0,0,0,0
5912342,5905274854838,0,0,1,1
5912343,5904830708943,0,0,5,5
5912344,5901761129120,0,0,0,0
5912345,5901761129113,0,0,1,1
5912346,5901761129106,0,0,1,1
5912347,5901761129311,0,0,5,5
5912348,5907090700146,0,0,15,15
5912349,5903407170565,0,0,15,15
5912350,5903407166513,0,0,15,15
5912351,5903407166544,0,0,5,5
5912352,5903407166582,0,0,15,15
5912353,5903407177427,0,0,15,15
5912354,5903407171111,0,0,15,15
5912355,5903407171104,0,0,15,15
5912356,9353965008828,0,0,1,1
5912357,5908214730742,0,0,1,1
5912358,5908214730773,0,0,15,15
5912359,5908214730766,0,0,15,15
5912360,9353965004394,0,0,0,0
5912361,,0,0,1,1
5912362,9353965004387,0,0,0,0
5912363,,0,0,0,0
5912364,,0,0,0,0
5912365,,0,0,0,0
5912366,,0,0,0,0
5912367,9353965007098,0,0,0,0
5912368,,0,0,0,0
5912370,8058664179411,0,0,0,0
5912371,8058664179428,0,0,1,1
5912372,8058664179435,0,0,0,0
5912373,6925783808497,0,0,0,0
5912374,6925783826224,0,0,5,5
5912375,6925783826231,0,0,0,0
5912376,6925783826248,0,0,15,15
5912377,6925783804673,0,0,0,0
5912378,6925783826002,0,0,1,1
5912379,6925783826057,0,0,5,5
5912380,6925783826064,0,0,1,1
5912381,6925783826101,0,0,1,1
5912382,6925783826118,0,0,1,1
5912383,6925783826125,0,0,0,0
5912384,5904165688194,0,0,0,0
5912385,5901912245860,0,0,15,15
5912386,5901912245877,0,0,15,15
5912387,5901912245846,0,0,5,5
5912388,5901912245853,0,0,1,1
5912389,5901912245815,0,0,15,15
5912390,5901912245808,0,0,15,15
5912391,5901912245839,0,0,5,5
5912392,5901912245822,0,0,15,15
5912393,5901912245914,0,0,15,15
5912395,047406178490,0,0,1,1
5912396,5906630333981,0,0,5,5
5912397,5906630333967,0,0,5,5
5912398,5906630333998,0,0,5,5
5912399,5906630333974,0,0,0,0
5912400,5905359987741,0,0,1,1
5912401,5905359987758,0,0,1,1
5912402,5905339987761,0,0,1,1
5912403,5905359987772,0,0,1,1
5912404,5905359987789,0,0,1,1
5912405,5905359981817,0,0,1,1
5912406,5905359981824,0,0,0,0
5912407,5905359981831,0,0,0,0
5912408,,0,0,1,1
5912409,5905359985495,0,0,1,1
5912410,5905359985501,0,0,1,1
5912411,5905359967767,0,0,1,1
5912412,5905359967774,0,0,1,1
5912413,5905359967781,0,0,1,1
5912414,5905359968009,0,0,1,1
5912415,5905359968016,0,0,1,1
5912416,5905359968023,0,0,0,0
5912417,5905359985631,0,0,1,1
5912418,5905359985648,0,0,0,0
5912419,5905359985655,0,0,0,0
5912420,5905359985273,0,0,1,1
5912421,5905359985280,0,0,0,0
5912422,5905359985297,0,0,0,0
5912423,5904356743749,0,0,1,1
5912424,5904356743756,0,0,1,1
5912425,5905359967972,0,0,0,0
5912426,5904356743787,0,0,1,1
5912427,5900511133325,0,0,15,15
5912428,5902963001566,0,0,1,1
5912429,5902963001573,0,0,5,5
5912430,5902963001580,0,0,1,1
5912431,5902963004345,0,0,1,1
5912432,5902963002693,0,0,1,1
5912433,5902963002709,0,0,0,0
5912434,5905375848095,0,0,0,0
5912435,5905375843724,0,0,1,1
5912436,5905375846220,0,0,1,1
5912437,5905375847760,0,0,0,0
5912438,5905375847890,0,0,0,0
5912439,5905375847906,0,0,0,0
5912440,5905375847920,0,0,1,1
5912441,5905375850524,0,0,1,1
5912442,5905375850531,0,0,0,0
5912446,5905375850753,0,0,1,1
5912447,5905375850760,0,0,0,0
5912448,5905375850777,0,0,1,1
5912451,5905375852832,0,0,0,0
5912452,5905375852849,0,0,0,0
5912453,5901435416228,0,0,15,15
5912454,8720689033527,0,0,1,1
5912455,8720689039536,0,0,1,1
5912456,8720689021869,0,0,1,1
5912457,7290108863512,0,0,1,1
5912458,5901435417300,0,0,15,15
5912459,5901435417317,0,0,5,5
5912460,7290108862874,0,0,1,1
5912464,8058664180646,0,0,5,5
5912465,8058664180691,0,0,15,15
5912466,8058664179404,0,0,1,1
5912467,5902675083928,0,0,1,1
5912468,5902675083935,0,0,1,1
5912469,5902675083942,0,0,1,1
5912470,,0,0,1,1
5912471,5905523668889,0,0,0,0
5912472,5905523668896,0,0,0,0
5912473,5902963008855,0,0,5,5
5912474,5902963008848,0,0,5,5
5912475,5907090700610,0,0,15,15
5912476,5907090700467,0,0,0,0
5912477,5907090700627,0,0,15,15
5912478,5907090700474,0,0,15,15
5912479,5907090700634,0,0,0,0
5912480,5907090700382,0,0,15,15
5912481,5907090700641,0,0,5,5
5912483,5903407172293,0,0,15,15
5912484,5903407174952,0,0,1,1
5912485,5901912245945,0,0,5,5
5912486,5902533925889,0,0,1,1
5912488,5902533927968,0,0,0,0
5912489,5902533927975,0,0,0,0
5912490,5902533927982,0,0,0,0
5912491,5902533928002,0,0,1,1
5912492,5901761124491,0,0,1,1
5912493,5901811176616,0,0,15,15
5912494,5900516605339,0,0,0,0
5912495,5900516605322,0,0,0,0
5912497,5061047482032,0,0,1,1
5912498,5061047482049,0,0,1,1
5912499,5061047482162,0,0,1,1
5912500,5061047482179,0,0,1,1
5912501,5061047482056,0,0,0,0
5912502,5061047482018,0,0,15,15
5912503,9001616856532,0,0,5,5
5912504,5061047482285,0,0,15,15
5912505,5061047482155,0,0,0,0
5912506,5061047482148,0,0,15,15
5912507,5061047482124,0,0,15,15
5912508,8005125187737,0,0,1,1
5912509,8005125187690,0,0,0,0
5912510,5061047481646,0,0,5,5
5912511,5061047481639,0,0,5,5
5912512,5907644016624,0,0,15,15
5912513,5907644016631,0,0,15,15
5912514,5907644016648,0,0,5,5
5912515,5907644016655,0,0,1,1
5912516,5907644016662,0,0,15,15
5912517,5904722258990,0,0,0,0
5912518,5904722258969,0,0,0,0
5912519,5904722258976,0,0,1,1
5912520,5904722258983,0,0,1,1
5912521,9353965008804,0,0,1,1
5912522,9353965002208,0,0,1,1
5912523,9353965008781,0,0,1,1
5912524,9353965009221,0,0,1,1
5912525,9353965009252,0,0,0,0
5912526,9353965007487,0,0,1,1
5912527,9353965007470,0,0,0,0
5912528,9353965004776,0,0,0,0
5912529,9353965008705,0,0,0,0
5912532,5905204369630,0,0,15,15
5912533,5901761129281,0,0,1,1
5912535,5907090700139,0,0,15,15
5912536,5906630333936,0,0,1,1
5912537,5906630333943,0,0,1,1
5912538,5902533927999,0,0,1,1
5912539,5902533928019,0,0,1,1
5912543,5905094777027,0,0,0,0
5912545,5903753009984,0,0,0,0
5912546,5903753010171,0,0,0,0
5912547,5903753009991,0,0,0,0
